audio/train/output/d2_0000-00.wav	alarm	D2	0
audio/train/output/d2_0001-00.wav	alarm	D2	0
audio/train/output/d2_0001-01.wav	alarm	D2	0
audio/train/output/d2_0002-00.wav	alarm	D2	0
audio/train/output/d2_0003-00.wav	alarm	D2	0
audio/train/output/d2_0003-01.wav	alarm	D2	0
audio/train/output/d2_0004-00.wav	alarm	D2	0
audio/train/output/d2_0005-00.wav	alarm	D2	0
audio/train/output/d2_0006-00.wav	alarm	D2	0
audio/train/output/d2_0007-00.wav	alarm	D2	0
audio/train/output/d2_0008-00.wav	alarm	D2	0
audio/train/output/d2_0009-00.wav	alarm	D2	0
audio/train/output/d2_0010-00.wav	alarm	D2	0
audio/train/output/d2_0011-00.wav	alarm	D2	0
audio/train/output/d2_0012-00.wav	alarm	D2	0
audio/train/output/d2_0013-00.wav	alarm	D2	0
audio/train/output/d2_0014-00.wav	alarm	D2	0
audio/train/output/d2_0015-00.wav	alarm	D2	0
audio/train/output/d2_0016-00.wav	alarm	D2	0
audio/train/output/d2_0017-00.wav	alarm	D2	0
audio/train/output/d2_0018-00.wav	alarm	D2	0
audio/train/output/d2_0019-00.wav	alarm	D2	0
audio/train/output/d2_0020-00.wav	alarm	D2	0
audio/train/output/d2_0020-01.wav	alarm	D2	0
audio/train/output/d2_0021-00.wav	alarm	D2	0
audio/train/output/d2_0021-01.wav	alarm	D2	0
audio/train/output/d2_0022-00.wav	alarm	D2	0
audio/train/output/d2_0023-00.wav	alarm	D2	0
audio/train/output/d2_0024-00.wav	alarm	D2	0
audio/train/output/d2_0025-00.wav	alarm	D2	0
audio/train/output/d2_0026-00.wav	alarm	D2	0
audio/train/output/d2_0027-00.wav	alarm	D2	0
audio/train/output/d2_0028-00.wav	alarm	D2	0
audio/train/output/d2_0029-00.wav	alarm	D2	0
audio/train/output/d2_0029-01.wav	alarm	D2	0
audio/train/output/d2_0030-00.wav	alarm	D2	0
audio/train/output/d2_0031-00.wav	alarm	D2	0
audio/train/output/d2_0032-00.wav	alarm	D2	0
audio/train/output/d2_0033-00.wav	alarm	D2	0
